// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 27 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:06 (6.33 sec)   *****
// Found 27 benchmarks:
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1)

IQR = 34.950 μs, LowerFence = 69.425 μs, UpperFence = 209.225 μs
ConfidenceInterval = [133.233 μs; 150.476 μs] (CI 99.9%), Margin = 8.621 μs (6.08% of Mean)
Skewness = 0.81, Kurtosis = 2.76, MValue = 3.07

// ** Remained 3 (11,1 %) benchmark(s) to run. Estimated finish 2025-07-05 0:09 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Liboqs_implementation-Job-BOEMXS-2.dll --anonymousPipes 2640 1420 --benchmarkName "Liboqs_implementation.Kyber_Benchmarking.KeyGeneration(AlgorithmName: \"Kyber768\")" --job DefaultJob --benchmarkId 15 in C:\Users\olesc\Desktop\liboqs\liboqs-Kyber-.NET-integration-and-benchmarking\Liboqs_implementation\bin\Release\net8.0\Liboqs_implementation-Job-BOEMXS-2\bin\Release\net8.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob(InvocationCount=1, UnrollFactor=1)

TEST
OverheadJitting  1: 1 op, 299000.00 ns, 299.0000 us/op
WorkloadJitting  1: 1 op, 816500.00 ns, 816.5000 us/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 100.00 ns, 100.0000 ns/op

OverheadWarmup   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

// BeforeActualRun
WorkloadActual   1: 1 op, 310300.00 ns, 310.3000 us/op
WorkloadActual   2: 1 op, 296100.00 ns, 296.1000 us/op
WorkloadActual   3: 1 op, 447700.00 ns, 447.7000 us/op
WorkloadActual   4: 1 op, 347600.00 ns, 347.6000 us/op
WorkloadActual   5: 1 op, 284500.00 ns, 284.5000 us/op
WorkloadActual   6: 1 op, 289700.00 ns, 289.7000 us/op
WorkloadActual   7: 1 op, 510900.00 ns, 510.9000 us/op
WorkloadActual   8: 1 op, 356900.00 ns, 356.9000 us/op
WorkloadActual   9: 1 op, 412300.00 ns, 412.3000 us/op
WorkloadActual  10: 1 op, 312200.00 ns, 312.2000 us/op
WorkloadActual  11: 1 op, 355600.00 ns, 355.6000 us/op
WorkloadActual  12: 1 op, 314100.00 ns, 314.1000 us/op
WorkloadActual  13: 1 op, 345700.00 ns, 345.7000 us/op
WorkloadActual  14: 1 op, 289900.00 ns, 289.9000 us/op
WorkloadActual  15: 1 op, 601900.00 ns, 601.9000 us/op
WorkloadActual  16: 1 op, 309100.00 ns, 309.1000 us/op
WorkloadActual  17: 1 op, 380700.00 ns, 380.7000 us/op
WorkloadActual  18: 1 op, 374500.00 ns, 374.5000 us/op
WorkloadActual  19: 1 op, 287200.00 ns, 287.2000 us/op
WorkloadActual  20: 1 op, 339600.00 ns, 339.6000 us/op
WorkloadActual  21: 1 op, 325900.00 ns, 325.9000 us/op
WorkloadActual  22: 1 op, 317500.00 ns, 317.5000 us/op
WorkloadActual  23: 1 op, 307400.00 ns, 307.4000 us/op
WorkloadActual  24: 1 op, 283800.00 ns, 283.8000 us/op
WorkloadActual  25: 1 op, 370700.00 ns, 370.7000 us/op
WorkloadActual  26: 1 op, 313500.00 ns, 313.5000 us/op
WorkloadActual  27: 1 op, 323600.00 ns, 323.6000 us/op
WorkloadActual  28: 1 op, 321000.00 ns, 321.0000 us/op
WorkloadActual  29: 1 op, 283000.00 ns, 283.0000 us/op
WorkloadActual  30: 1 op, 286900.00 ns, 286.9000 us/op
WorkloadActual  31: 1 op, 286800.00 ns, 286.8000 us/op
WorkloadActual  32: 1 op, 283200.00 ns, 283.2000 us/op
WorkloadActual  33: 1 op, 292900.00 ns, 292.9000 us/op
WorkloadActual  34: 1 op, 380300.00 ns, 380.3000 us/op
WorkloadActual  35: 1 op, 702000.00 ns, 702.0000 us/op
WorkloadActual  36: 1 op, 572800.00 ns, 572.8000 us/op
WorkloadActual  37: 1 op, 286400.00 ns, 286.4000 us/op
WorkloadActual  38: 1 op, 288400.00 ns, 288.4000 us/op
WorkloadActual  39: 1 op, 291500.00 ns, 291.5000 us/op
WorkloadActual  40: 1 op, 289600.00 ns, 289.6000 us/op
WorkloadActual  41: 1 op, 375400.00 ns, 375.4000 us/op
WorkloadActual  42: 1 op, 289700.00 ns, 289.7000 us/op
WorkloadActual  43: 1 op, 286900.00 ns, 286.9000 us/op
WorkloadActual  44: 1 op, 312400.00 ns, 312.4000 us/op
WorkloadActual  45: 1 op, 345400.00 ns, 345.4000 us/op
WorkloadActual  46: 1 op, 309200.00 ns, 309.2000 us/op
WorkloadActual  47: 1 op, 320200.00 ns, 320.2000 us/op
WorkloadActual  48: 1 op, 305200.00 ns, 305.2000 us/op
WorkloadActual  49: 1 op, 293900.00 ns, 293.9000 us/op
WorkloadActual  50: 1 op, 286100.00 ns, 286.1000 us/op
WorkloadActual  51: 1 op, 294400.00 ns, 294.4000 us/op
WorkloadActual  52: 1 op, 284000.00 ns, 284.0000 us/op
WorkloadActual  53: 1 op, 320900.00 ns, 320.9000 us/op
WorkloadActual  54: 1 op, 328600.00 ns, 328.6000 us/op
WorkloadActual  55: 1 op, 344900.00 ns, 344.9000 us/op
WorkloadActual  56: 1 op, 363900.00 ns, 363.9000 us/op
WorkloadActual  57: 1 op, 317900.00 ns, 317.9000 us/op
WorkloadActual  58: 1 op, 289200.00 ns, 289.2000 us/op
WorkloadActual  59: 1 op, 288400.00 ns, 288.4000 us/op
WorkloadActual  60: 1 op, 283900.00 ns, 283.9000 us/op
WorkloadActual  61: 1 op, 283600.00 ns, 283.6000 us/op
WorkloadActual  62: 1 op, 287100.00 ns, 287.1000 us/op
WorkloadActual  63: 1 op, 299200.00 ns, 299.2000 us/op
WorkloadActual  64: 1 op, 301900.00 ns, 301.9000 us/op
WorkloadActual  65: 1 op, 284500.00 ns, 284.5000 us/op
WorkloadActual  66: 1 op, 296400.00 ns, 296.4000 us/op
WorkloadActual  67: 1 op, 286200.00 ns, 286.2000 us/op
WorkloadActual  68: 1 op, 285700.00 ns, 285.7000 us/op
WorkloadActual  69: 1 op, 388300.00 ns, 388.3000 us/op
WorkloadActual  70: 1 op, 449800.00 ns, 449.8000 us/op
WorkloadActual  71: 1 op, 285700.00 ns, 285.7000 us/op
WorkloadActual  72: 1 op, 289900.00 ns, 289.9000 us/op
WorkloadActual  73: 1 op, 370200.00 ns, 370.2000 us/op
WorkloadActual  74: 1 op, 320400.00 ns, 320.4000 us/op
WorkloadActual  75: 1 op, 366200.00 ns, 366.2000 us/op
WorkloadActual  76: 1 op, 379300.00 ns, 379.3000 us/op
WorkloadActual  77: 1 op, 390200.00 ns, 390.2000 us/op
WorkloadActual  78: 1 op, 575500.00 ns, 575.5000 us/op
WorkloadActual  79: 1 op, 321500.00 ns, 321.5000 us/op
WorkloadActual  80: 1 op, 287500.00 ns, 287.5000 us/op
WorkloadActual  81: 1 op, 295400.00 ns, 295.4000 us/op
WorkloadActual  82: 1 op, 301400.00 ns, 301.4000 us/op
WorkloadActual  83: 1 op, 320000.00 ns, 320.0000 us/op
WorkloadActual  84: 1 op, 355700.00 ns, 355.7000 us/op
WorkloadActual  85: 1 op, 340500.00 ns, 340.5000 us/op
WorkloadActual  86: 1 op, 345700.00 ns, 345.7000 us/op
WorkloadActual  87: 1 op, 524200.00 ns, 524.2000 us/op
WorkloadActual  88: 1 op, 292500.00 ns, 292.5000 us/op
WorkloadActual  89: 1 op, 320300.00 ns, 320.3000 us/op
WorkloadActual  90: 1 op, 309100.00 ns, 309.1000 us/op
WorkloadActual  91: 1 op, 308600.00 ns, 308.6000 us/op
WorkloadActual  92: 1 op, 335300.00 ns, 335.3000 us/op
WorkloadActual  93: 1 op, 291700.00 ns, 291.7000 us/op
WorkloadActual  94: 1 op, 320300.00 ns, 320.3000 us/op
WorkloadActual  95: 1 op, 377200.00 ns, 377.2000 us/op
WorkloadActual  96: 1 op, 683500.00 ns, 683.5000 us/op
WorkloadActual  97: 1 op, 463200.00 ns, 463.2000 us/op
WorkloadActual  98: 1 op, 295900.00 ns, 295.9000 us/op
WorkloadActual  99: 1 op, 317800.00 ns, 317.8000 us/op
WorkloadActual  100: 1 op, 300000.00 ns, 300.0000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 310100.00 ns, 310.1000 us/op
WorkloadResult   2: 1 op, 295900.00 ns, 295.9000 us/op
WorkloadResult   3: 1 op, 447500.00 ns, 447.5000 us/op
WorkloadResult   4: 1 op, 347400.00 ns, 347.4000 us/op
WorkloadResult   5: 1 op, 284300.00 ns, 284.3000 us/op
WorkloadResult   6: 1 op, 289500.00 ns, 289.5000 us/op
WorkloadResult   7: 1 op, 356700.00 ns, 356.7000 us/op
WorkloadResult   8: 1 op, 412100.00 ns, 412.1000 us/op
WorkloadResult   9: 1 op, 312000.00 ns, 312.0000 us/op
WorkloadResult  10: 1 op, 355400.00 ns, 355.4000 us/op
WorkloadResult  11: 1 op, 313900.00 ns, 313.9000 us/op
WorkloadResult  12: 1 op, 345500.00 ns, 345.5000 us/op
WorkloadResult  13: 1 op, 289700.00 ns, 289.7000 us/op
WorkloadResult  14: 1 op, 308900.00 ns, 308.9000 us/op
WorkloadResult  15: 1 op, 380500.00 ns, 380.5000 us/op
WorkloadResult  16: 1 op, 374300.00 ns, 374.3000 us/op
WorkloadResult  17: 1 op, 287000.00 ns, 287.0000 us/op
WorkloadResult  18: 1 op, 339400.00 ns, 339.4000 us/op
WorkloadResult  19: 1 op, 325700.00 ns, 325.7000 us/op
WorkloadResult  20: 1 op, 317300.00 ns, 317.3000 us/op
WorkloadResult  21: 1 op, 307200.00 ns, 307.2000 us/op
WorkloadResult  22: 1 op, 283600.00 ns, 283.6000 us/op
WorkloadResult  23: 1 op, 370500.00 ns, 370.5000 us/op
WorkloadResult  24: 1 op, 313300.00 ns, 313.3000 us/op
WorkloadResult  25: 1 op, 323400.00 ns, 323.4000 us/op
WorkloadResult  26: 1 op, 320800.00 ns, 320.8000 us/op
WorkloadResult  27: 1 op, 282800.00 ns, 282.8000 us/op
WorkloadResult  28: 1 op, 286700.00 ns, 286.7000 us/op
WorkloadResult  29: 1 op, 286600.00 ns, 286.6000 us/op
WorkloadResult  30: 1 op, 283000.00 ns, 283.0000 us/op
WorkloadResult  31: 1 op, 292700.00 ns, 292.7000 us/op
WorkloadResult  32: 1 op, 380100.00 ns, 380.1000 us/op
WorkloadResult  33: 1 op, 286200.00 ns, 286.2000 us/op
WorkloadResult  34: 1 op, 288200.00 ns, 288.2000 us/op
WorkloadResult  35: 1 op, 291300.00 ns, 291.3000 us/op
WorkloadResult  36: 1 op, 289400.00 ns, 289.4000 us/op
WorkloadResult  37: 1 op, 375200.00 ns, 375.2000 us/op
WorkloadResult  38: 1 op, 289500.00 ns, 289.5000 us/op
WorkloadResult  39: 1 op, 286700.00 ns, 286.7000 us/op
WorkloadResult  40: 1 op, 312200.00 ns, 312.2000 us/op
WorkloadResult  41: 1 op, 345200.00 ns, 345.2000 us/op
WorkloadResult  42: 1 op, 309000.00 ns, 309.0000 us/op
WorkloadResult  43: 1 op, 320000.00 ns, 320.0000 us/op
WorkloadResult  44: 1 op, 305000.00 ns, 305.0000 us/op
WorkloadResult  45: 1 op, 293700.00 ns, 293.7000 us/op
WorkloadResult  46: 1 op, 285900.00 ns, 285.9000 us/op
WorkloadResult  47: 1 op, 294200.00 ns, 294.2000 us/op
WorkloadResult  48: 1 op, 283800.00 ns, 283.8000 us/op
WorkloadResult  49: 1 op, 320700.00 ns, 320.7000 us/op
WorkloadResult  50: 1 op, 328400.00 ns, 328.4000 us/op
WorkloadResult  51: 1 op, 344700.00 ns, 344.7000 us/op
WorkloadResult  52: 1 op, 363700.00 ns, 363.7000 us/op
WorkloadResult  53: 1 op, 317700.00 ns, 317.7000 us/op
WorkloadResult  54: 1 op, 289000.00 ns, 289.0000 us/op
WorkloadResult  55: 1 op, 288200.00 ns, 288.2000 us/op
WorkloadResult  56: 1 op, 283700.00 ns, 283.7000 us/op
WorkloadResult  57: 1 op, 283400.00 ns, 283.4000 us/op
WorkloadResult  58: 1 op, 286900.00 ns, 286.9000 us/op
WorkloadResult  59: 1 op, 299000.00 ns, 299.0000 us/op
WorkloadResult  60: 1 op, 301700.00 ns, 301.7000 us/op
WorkloadResult  61: 1 op, 284300.00 ns, 284.3000 us/op
WorkloadResult  62: 1 op, 296200.00 ns, 296.2000 us/op
WorkloadResult  63: 1 op, 286000.00 ns, 286.0000 us/op
WorkloadResult  64: 1 op, 285500.00 ns, 285.5000 us/op
WorkloadResult  65: 1 op, 388100.00 ns, 388.1000 us/op
WorkloadResult  66: 1 op, 449600.00 ns, 449.6000 us/op
WorkloadResult  67: 1 op, 285500.00 ns, 285.5000 us/op
WorkloadResult  68: 1 op, 289700.00 ns, 289.7000 us/op
WorkloadResult  69: 1 op, 370000.00 ns, 370.0000 us/op
WorkloadResult  70: 1 op, 320200.00 ns, 320.2000 us/op
WorkloadResult  71: 1 op, 366000.00 ns, 366.0000 us/op
WorkloadResult  72: 1 op, 379100.00 ns, 379.1000 us/op
WorkloadResult  73: 1 op, 390000.00 ns, 390.0000 us/op
WorkloadResult  74: 1 op, 321300.00 ns, 321.3000 us/op
WorkloadResult  75: 1 op, 287300.00 ns, 287.3000 us/op
WorkloadResult  76: 1 op, 295200.00 ns, 295.2000 us/op
WorkloadResult  77: 1 op, 301200.00 ns, 301.2000 us/op
WorkloadResult  78: 1 op, 319800.00 ns, 319.8000 us/op
WorkloadResult  79: 1 op, 355500.00 ns, 355.5000 us/op
WorkloadResult  80: 1 op, 340300.00 ns, 340.3000 us/op
WorkloadResult  81: 1 op, 345500.00 ns, 345.5000 us/op
WorkloadResult  82: 1 op, 292300.00 ns, 292.3000 us/op
WorkloadResult  83: 1 op, 320100.00 ns, 320.1000 us/op
WorkloadResult  84: 1 op, 308900.00 ns, 308.9000 us/op
WorkloadResult  85: 1 op, 308400.00 ns, 308.4000 us/op
WorkloadResult  86: 1 op, 335100.00 ns, 335.1000 us/op
WorkloadResult  87: 1 op, 291500.00 ns, 291.5000 us/op
WorkloadResult  88: 1 op, 320100.00 ns, 320.1000 us/op
WorkloadResult  89: 1 op, 377000.00 ns, 377.0000 us/op
WorkloadResult  90: 1 op, 295700.00 ns, 295.7000 us/op
WorkloadResult  91: 1 op, 317600.00 ns, 317.6000 us/op
WorkloadResult  92: 1 op, 299800.00 ns, 299.8000 us/op
// GC:  0 0 0 3632 1
// Threading:  0 0 1

// AfterAll
// Benchmark Process 14816 has exited with code 0.

Mean = 319.665 μs, StdErr = 3.921 μs (1.23%), N = 92, StdDev = 37.605 μs
Min = 282.800 μs, Q1 = 289.475 μs, Median = 308.950 μs, Q3 = 341.400 μs, Max = 449.600 μs
IQR = 51.925 μs, LowerFence = 211.588 μs, UpperFence = 419.288 μs
ConfidenceInterval = [306.332 μs; 332.998 μs] (CI 99.9%), Margin = 13.333 μs (4.17% of Mean)
Skewness = 1.31, Kurtosis = 4.4, MValue = 2.35

// ** Remained 2 (7,4 %) benchmark(s) to run. Estimated finish 2025-07-05 0:09 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Liboqs_implementation-Job-BOEMXS-2.dll --anonymousPipes 2664 2556 --benchmarkName "Liboqs_implementation.Kyber_Benchmarking.Encapsulation(AlgorithmName: \"Kyber768\")" --job DefaultJob --benchmarkId 16 in C:\Users\olesc\Desktop\liboqs\liboqs-Kyber-.NET-integration-and-benchmarking\Liboqs_implementation\bin\Release\net8.0\Liboqs_implementation-Job-BOEMXS-2\bin\Release\net8.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob(InvocationCount=1, UnrollFactor=1)

TEST
OverheadJitting  1: 1 op, 313400.00 ns, 313.4000 us/op
WorkloadJitting  1: 1 op, 677300.00 ns, 677.3000 us/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  13: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  14: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

OverheadWarmup   1: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op

// BeforeActualRun
WorkloadActual   1: 1 op, 241500.00 ns, 241.5000 us/op
WorkloadActual   2: 1 op, 205900.00 ns, 205.9000 us/op
WorkloadActual   3: 1 op, 210700.00 ns, 210.7000 us/op
WorkloadActual   4: 1 op, 215000.00 ns, 215.0000 us/op
WorkloadActual   5: 1 op, 244200.00 ns, 244.2000 us/op
WorkloadActual   6: 1 op, 241100.00 ns, 241.1000 us/op
WorkloadActual   7: 1 op, 211700.00 ns, 211.7000 us/op
WorkloadActual   8: 1 op, 343500.00 ns, 343.5000 us/op
WorkloadActual   9: 1 op, 304400.00 ns, 304.4000 us/op
WorkloadActual  10: 1 op, 428500.00 ns, 428.5000 us/op
WorkloadActual  11: 1 op, 270200.00 ns, 270.2000 us/op
WorkloadActual  12: 1 op, 227000.00 ns, 227.0000 us/op
WorkloadActual  13: 1 op, 271000.00 ns, 271.0000 us/op
WorkloadActual  14: 1 op, 466900.00 ns, 466.9000 us/op
WorkloadActual  15: 1 op, 241300.00 ns, 241.3000 us/op
WorkloadActual  16: 1 op, 312700.00 ns, 312.7000 us/op
WorkloadActual  17: 1 op, 221600.00 ns, 221.6000 us/op
WorkloadActual  18: 1 op, 368800.00 ns, 368.8000 us/op
WorkloadActual  19: 1 op, 283900.00 ns, 283.9000 us/op
WorkloadActual  20: 1 op, 303300.00 ns, 303.3000 us/op
WorkloadActual  21: 1 op, 341900.00 ns, 341.9000 us/op
WorkloadActual  22: 1 op, 227500.00 ns, 227.5000 us/op
WorkloadActual  23: 1 op, 214900.00 ns, 214.9000 us/op
WorkloadActual  24: 1 op, 216500.00 ns, 216.5000 us/op
WorkloadActual  25: 1 op, 235300.00 ns, 235.3000 us/op
WorkloadActual  26: 1 op, 267000.00 ns, 267.0000 us/op
